22:28:1	-0,0531235337257385	0,1092904210090637	0,0308675765991211
22:28:1	-0,1775341928005219	0,1904220581054688	0,0734338760375977
22:28:1	-0,0631835162639618	0,1176759004592896	0,0126638412475586
22:28:4	0,0000000000000000	0,0000000000000000	-0,0000000000000000
22:28:6	0,0085216760635376	0,0275154113769531	-0,0220336914062500
22:28:8	0,0127806812524796	-0,0377606749534607	0,0149641036987305
22:29:3	0,2431778609752655	0,0376237630844116	-0,0021839141845703
22:29:2	0,2145405113697052	-0,0328190922737122	0,0751237869262695
22:29:4	-0,1455059647560120	0,0233141779899597	0,0850496292114258
22:29:6	-0,1862488836050034	0,0668178200721741	0,0187921524047852
22:29:8	0,5801357030868530	-0,0575702190399170	-0,4751777648925781
22:30:4	-0,3888751268386841	0,1708954572677612	0,2833261489868164
22:30:2	-0,1599485874176025	0,1694913953542709	0,0260791778564453
22:30:4	0,4283350706100464	0,0431492924690247	0,0674009323120117
22:30:6	0,8159915208816528	-0,3059224784374237	-0,2346467971801758
22:30:8	-0,8579459786415100	-0,0924195349216461	-0,5812101364135742
22:31:5	-1,8764450550079346	-0,2030672132968903	0,1033668518066406
22:31:2	-0,6700847744941711	-0,0260523557662964	0,2997474670410156
