22:12:14	0.04599627852439880
22:12:25	-0.01812264323234558
22:12:25	-0.008028626441955566
22:12:27	-0.001826941967010498
22:12:41	-0.002210944890975952
22:12:712	0.003057122230529785
22:12:912	-0.001863032579421997
22:13:114	0.002717852592468262
22:13:316	0.0009728670120239258
22:13:520	-0.005681157112121582
22:13:722	0.002623319625854492
22:13:925	0.001785784959793091
22:14:127	-0.001102119684219360
22:14:330	0.0007810592651367188
22:14:533	0.01975521445274353
22:14:735	-0.01652097702026367
22:14:938	-0.006719648838043213
22:15:141	0.2978445887565613
22:15:343	0.4471725821495056
22:15:771	-1.005167961120605
22:15:974	-2.622537851333618
22:16:177	0.7324613928794861
22:16:379	-0.06487376242876053
22:16:582	0.2787584662437439
22:16:784	-0.8566126823425293
22:16:987	-0.3265713453292847
22:17:189	1.282830238342285
22:17:393	1.479437828063965
22:17:595	-0.5755575895309448
22:17:798	0.2235007584095001
22:18:0	0.05274531245231628
22:18:204	0.04454070329666138
22:18:406	0.04775771498680115
22:18:607	0.04102760553359985
22:18:811	0.03249552845954895
