22:56:16:803	0	0,0004128366708755	-0,0036315172910690	-0,0034370422363281
22:56:16:823	19	-0,0018698652274907	-0,0009041130542755	0,0009002685546875
22:56:17:285	481	0,0000000000000000	0,0000000000000000	-0,0000000000000000
22:56:17:487	683	-0,0009330268949270	-0,0022380203008652	0,0119733810424805
22:56:17:690	886	-0,0055012996308506	-0,0008720159530640	0,0048007965087891
22:56:17:893	1089	0,0014897678047419	-0,0019104331731796	0,0000295639038086
22:56:18:96	1292	0,0020772502757609	-0,0029508322477341	0,0063962936401367
22:56:18:298	1494	0,0001300801523030	-0,0019074082374573	0,0010709762573242
22:56:18:500	1696	-0,0050702430307865	0,0005255490541458	0,0055093765258789
22:56:18:703	1900	-0,0006833872757852	0,0008310824632645	-0,0011081695556641
22:56:18:907	2103	-0,0019979241769761	0,0020709335803986	-0,0007410049438477
22:56:19:109	2305	0,0001854444853961	0,0031779706478119	-0,0004901885986328
22:56:19:312	2508	-0,0001544497208670	-0,0015760958194733	-0,0051183700561523
22:56:19:514	2711	0,0035285074263811	0,0014324784278870	0,0029850006103516
22:56:19:716	2912	0,2000232785940170	-0,1001796722412109	-0,0043935775756836
22:56:19:919	3116	-0,3730131983757019	0,2064514756202698	0,0110054016113281
22:56:20:122	3318	-0,1563317924737930	0,2595161497592926	0,0121545791625977
22:56:20:509	3706	0,5884832143783569	0,3753625750541687	0,7228536605834961
22:56:20:712	3908	-0,1479233503341675	0,5201349854469299	-0,3556318283081055
22:56:20:915	4111	0,1783927679061890	0,5097248554229736	-0,3153839111328125
22:56:21:116	4313	0,4863831996917725	0,0242329835891724	-0,0452966690063477
22:56:21:319	4516	-0,2262175083160400	0,4798729419708252	0,2790851593017578
22:56:21:522	4719	0,5951641798019409	-0,6163105964660645	-0,0279321670532227
22:56:21:724	4920	0,4062829017639160	-0,5985770225524902	-0,0385980606079102
22:56:21:927	5124	-0,6595472097396851	0,3729183673858643	1,4653234481811523
22:56:22:131	5327	0,2581161260604858	-1,0265998840332031	-1,5397539138793945
22:56:22:334	5530	-2,9713761806488037	0,8593110442161560	0,1709346771240234
22:56:22:536	5732	-0,7678054571151733	-0,4736682772636414	-0,6559734344482422
22:56:22:738	5934	0,0549221038818359	-1,8927621841430664	1,4579515457153320
22:56:22:941	6137	-0,2133619785308838	0,7580544948577881	0,2692718505859375
22:56:23:144	6340	0,0207428336143494	0,7104777097702026	0,2798299789428711
22:56:23:346	6542	0,0827752351760864	0,2357483506202698	-0,0246715545654297
22:56:23:549	6745	0,0722767710685730	0,2129760086536407	-0,0152626037597656
22:56:23:752	6948	0,0723628401756287	0,2106226980686188	-0,0173120498657227
22:56:23:954	7150	0,0637450814247131	0,2000563442707062	-0,0178709030151367
22:56:24:156	7353	0,0476005673408508	0,1336012482643127	-0,0055685043334961
22:56:24:336	7532	0,0316465497016907	0,0889711529016495	-0,0037097930908203
22:56:24:540	7736	0,0212985873222351	0,0590948909521103	-0,0024909973144531
22:56:24:742	7939	0,0112660527229309	0,0348418503999710	-0,0202245712280273
22:56:24:945	8141	0,0110505223274231	0,0276786834001541	0,0024385452270508
22:56:25:149	8345	0,0074250698089600	0,0148900151252747	-0,0015687942504883
22:56:25:350	8546	0,0018162727355957	0,0114450007677078	-0,0042448043823242
22:56:25:552	8748	0,0014112591743469	0,0074112266302109	-0,0012493133544922
22:56:25:755	8951	0,0030206441879272	0,0079255551099777	0,0071067810058594
22:56:25:958	9154	0,0009033083915710	0,0020389854907990	-0,0016736984252930
22:56:26:161	9357	0,0003842711448669	0,0047644078731537	0,0052804946899414
