22:54:38:923	0	0,0168856158852577	0,0289528965950012	-0,0302410125732422
22:54:38:942	19	0,0303351283073425	-0,0239792466163635	-0,0369415283203125
22:54:38:944	20	0,0063395369797945	0,0357852578163147	0,0403566360473633
22:54:39:215	292	0,0000000000000000	0,0000000000000000	-0,0000000000000000
22:54:39:417	494	0,0026805326342583	-0,0277272462844849	-0,0164480209350586
22:54:39:620	697	0,0125215984880924	0,0052359402179718	-0,0306835174560547
22:54:39:823	900	0,0454330369830132	0,0012741088867188	-0,0166988372802734
22:54:40:26	1102	0,1305388063192368	0,0432315468788147	-0,0632724761962891
22:54:40:228	1305	-0,1414125710725784	-0,0038051307201385	0,0544080734252930
22:54:40:431	1508	0,2014788240194321	0,0153742730617523	-0,0287351608276367
22:54:40:635	1711	-0,0089373197406530	-0,0187353491783142	-0,0145082473754883
22:54:40:836	1913	0,1120745986700058	-0,0278717577457428	-0,0004148483276367
22:54:41:38	2115	-0,0857064574956894	0,0008830130100250	-0,0210313796997070
22:54:41:241	2318	0,0444275513291359	0,0199182033538818	0,0086812973022461
22:54:41:444	2521	-0,0145980417728424	-0,0823105871677399	0,0175352096557617
22:54:41:647	2723	0,0966895371675491	0,0254450142383575	-0,0531511306762695
22:54:41:849	2926	-0,0478392392396927	0,0376982688903809	0,0176582336425781
22:54:42:52	3129	0,0527344048023224	0,0660551190376282	0,0131750106811523
22:54:42:255	3332	0,0098881274461746	-0,0016375780105591	0,0020780563354492
22:54:42:456	3533	-0,1570300608873367	-0,0183333456516266	0,0201768875122070
22:54:42:659	3736	0,0215040594339371	-0,0770295113325119	0,0213613510131836
22:54:42:863	3939	0,2678830325603485	0,0509123504161835	-0,0510597229003906
22:54:43:65	4142	0,0990481227636337	-0,1623752713203430	0,0357475280761719
22:54:43:268	4345	0,1744207441806793	0,0685032606124878	-0,1697063446044922
22:54:43:470	4547	-0,0750255659222603	0,0142808258533478	0,0880784988403320
22:54:43:673	4749	0,1269356161355972	0,0420776903629303	-0,0305633544921875
22:54:43:876	4953	0,1597807109355927	-0,1597562730312347	0,0713825225830078
22:54:44:78	5155	0,3394878506660461	-0,0022892951965332	0,1512937545776367
22:54:44:281	5358	0,3516761660575867	-0,2102798819541931	-0,1053447723388672
22:54:44:484	5560	0,0083350539207458	-0,5027142763137817	0,3227005004882813
22:54:44:686	5763	-0,2416899204254150	0,6326788663864136	0,1032485961914063
22:54:44:889	5966	0,9418193101882935	-0,9183083176612854	0,0291271209716797
22:54:45:91	6168	2,1743588447570801	-1,0782909393310547	-0,2638292312622070
22:54:45:294	6371	-1,0723546743392944	0,2690939903259277	-0,2586984634399414
22:54:45:497	6573	-1,8837227821350098	1,4152845144271851	-1,1037111282348633
22:54:45:699	6776	-2,3450198173522949	0,0005962699651718	1,1243572235107422
22:54:45:902	6979	-0,3276350498199463	0,0368772149085999	0,5364217758178711
