22:3:464	-0,0592973977327347	-0,0064189881086349	-0,1029815673828125
22:3:483	-0,2011173963546753	-0,0534361749887466	0,0574369430541992
22:3:485	0,0780565962195396	0,0266930162906647	-0,0760850906372070
22:3:749	0,0000000000000000	0,0000000000000000	-0,0000000000000000
22:3:952	0,0773619860410690	0,0108305215835571	0,0497055053710938
22:4:154	0,1326281726360321	-0,0220851749181747	-0,0120010375976563
22:4:357	0,1541890799999237	0,0651847571134567	-0,0823888778686523
22:4:559	0,0510556548833847	-0,0567144453525543	0,2050886154174805
22:4:762	0,4029920101165771	0,1106260120868683	-0,2221431732177734
22:4:965	-0,7360383868217468	-0,7504580616950989	0,3407087326049805
22:5:169	0,4204978942871094	-0,0429676771163940	-0,1890668869018555
22:5:371	1,7154158353805542	-0,0172628760337830	0,5868921279907227
22:5:573	-0,5021317005157471	-0,5390858650207520	0,8240766525268555
22:5:775	-3,2305774688720703	0,1325529813766479	-0,8478908538818359
22:5:979	-2,6491093635559082	0,9552440643310547	-0,5847587585449219
22:6:181	-0,4826674461364746	0,3532592356204987	0,2914028167724609
