22:36:991	-0,07454845309257507
22:37:2	-0,005452128127217293
22:37:3	0,01988835260272026
22:37:286	0,0
22:37:488	-0,06474524736404419
22:37:690	0,023742519319057465
22:37:893	0,08169819414615631
22:38:96	0,04863418638706207
22:38:299	0,1564333140850067
22:38:502	0,03492956608533859
22:38:704	0,04199663922190666
22:38:907	0,14274345338344574
22:39:109	-0,09563538432121277
22:39:312	0,08379358053207397
22:39:515	0,1459244191646576
22:39:717	0,06527620553970337
22:39:920	0,17547935247421265
22:40:123	0,24135541915893555
22:40:325	0,2797168493270874
22:40:528	0,029442787170410156
22:40:730	0,4892193078994751
22:40:933	1,07015061378479
22:41:136	-1,1433799266815186
22:41:338	-2,414513111114502
22:41:541	-1,9349441528320312
22:41:744	-0,5118547677993774
22:41:946	-0,07985508441925049
22:42:150	0,1802527904510498
22:42:352	0,1826573610305786
22:42:554	0,4277040958404541
22:42:757	-0,29617178440093994
22:42:960	0,18531835079193115
22:43:164	0,5204896926879883
22:43:365	-0,19701552391052246
22:43:569	-0,19304156303405762
22:43:770	0,05652499198913574
